Semester Year Name Concat,Crs Academic Dept Short Nm,Course Subject Cd,Course Subject Short Nm,Course Number,Section Nbr,Course Title Nm,Instr Name Concat,Course Control Nbr,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,Incomplete,Total Grades for Course
2015 Fall,English,ENGLISH,English,R1A,8,Reading And Comp,Katherine Snyder; Rebecca Clark,28174,,5,4,2,,5,,1,1,,1,,,,19
2015 Fall,English,ENGLISH,English,R1A,9,Reading And Comp,Katherine Snyder; Shannon Chamberlain,28177,,5,5,6,3,,,,,,,,,,19
2015 Fall,English,ENGLISH,English,R1B,1,Reading And Comp,Adrian Acu; Katherine Snyder,28180,,1,4,2,4,1,1,,,,,,2,,15
2015 Fall,English,ENGLISH,English,R1B,2,Reading And Comp,Katherine Snyder; Timothy Heimlich,28183,,3,2,4,4,1,1,,1,,,,,,16
2015 Fall,English,ENGLISH,English,R1B,3,Reading And Comp,Katherine Snyder; Samia Rahimtoola,28186,,3,6,3,3,2,,,,,,,,,17
2015 Fall,English,ENGLISH,English,R1B,4,Reading And Comp,Allison Neal; Katherine Snyder,28189,,5,2,8,,,1,1,,,,,,,17
2015 Fall,English,ENGLISH,English,R1B,5,Reading And Comp,Evan Wilson; Katherine Snyder,28192,,2,6,6,4,1,,,,,,,,,19
2015 Fall,English,ENGLISH,English,R1B,6,Reading And Comp,Katherine Snyder; Rosetta Young,28195,,2,8,3,2,,2,,,,,,,,17
2015 Fall,English,ENGLISH,English,R1B,7,Reading And Comp,Frank Cruz; Katherine Snyder,28198,,3,5,3,4,1,,,,,,,,,16
2015 Fall,English,ENGLISH,English,R1B,8,Reading And Comp,Aristides Dimitriou; Katherine Snyder,28201,,7,5,4,2,,,,,,,,,,18
2015 Fall,English,ENGLISH,English,R1B,9,Reading And Comp,Charity Ketz; Katherine Snyder,28202,,10,3,5,1,,,,,,,,,,19
2015 Fall,English,ENGLISH,English,R1B,10,Reading And Comp,Katherine Snyder; Mark Bauer,28969,,2,3,7,5,,,,,,,,,,17
2015 Fall,English,ENGLISH,English,R1B,11,Reading And Comp,Katherine Snyder; Tyleen Kelly,28972,,,4,6,2,3,1,,,,,,,,17
2015 Fall,English,ENGLISH,English,R1B,12,Reading And Comp,Jocelyn Rodal; Katherine Snyder,28975,,,4,5,5,2,,,,,,,,,16
2015 Fall,English,ENGLISH,English,R1B,13,Reading And Comp,Irene Yoon; Katherine Snyder,28978,1,6,3,5,,2,,,,,,,,,17
2015 Fall,English,ENGLISH,English,26,1,Intro To Poetry,Anne-Lise Francois,28204,,13,4,1,,,,,,,,,,1,20
2015 Fall,English,ENGLISH,English,27,3,Intro To Fiction,Mitchell Breitwieser,28213,2,12,10,,,,,,,,,,,,25
2015 Fall,English,ENGLISH,English,31AC,1,Lit Amer Cultures,Nadia Ellis,28216,2,16,15,9,,,,,,,,,,,48
2015 Fall,English,ENGLISH,English,45A,1,Lit In English,Oliver Arnold,28219,1,7,14,15,10,6,4,2,1,,,,,2,65
2015 Fall,English,ENGLISH,English,45A,2,Lit In English,Alan Nelson,28228,,8,14,9,6,,,,,,,,,,38
2015 Fall,English,ENGLISH,English,45B,1,Lit In English,Charles Blanton,28240,,8,13,13,14,3,5,3,,,,,1,,63
2015 Fall,English,ENGLISH,English,45B,2,Lit In English,Kent Puckett,28249,,15,20,36,14,4,6,1,,1,,,,1,99
2015 Fall,English,ENGLISH,English,45C,1,Lit In English,Steven Lee,28261,,8,18,23,8,3,1,1,,,,,,1,64
2015 Fall,English,ENGLISH,English,45C,2,Lit In English,Dora Zhang,28273,8,9,36,10,11,10,2,,,1,1,,1,1,94
2015 Fall,English,ENGLISH,English,C77,1,Int Environ Studies,Garrison Sposito; Robert Hass,28285,1,11,11,1,2,1,,,,,,,,,32
2015 Fall,English,ENGLISH,English,104,1,Intro To Old Engl,Emily Thornbury,28387,3,8,7,7,5,5,2,,2,,,,,,43
2015 Fall,English,ENGLISH,English,C107,1,Bible/Lit,Steven Goldsmith,28390,,20,26,20,17,2,1,4,,,,,3,1,104
2015 Fall,English,ENGLISH,English,115B,1,Eng Renaissance,Joanna Picciotto,28405,,16,7,8,4,3,2,,,,,,1,4,45
2015 Fall,English,ENGLISH,English,117A,1,Shakespeare,David Landreth,28408,,13,14,14,22,8,1,,,1,,,1,1,79
2015 Fall,English,ENGLISH,English,117S,1,Shakespeare,David Marno,28420,,,7,17,15,7,,,,,,,1,1,51
2015 Fall,English,ENGLISH,English,118,1,Milton,James Turner,28423,,2,6,10,4,2,1,,,,,,,,30
2015 Fall,English,ENGLISH,English,125B,1,English Novel,Kent Puckett,28426,,12,19,13,1,,,,,,,,,,45
2015 Fall,English,ENGLISH,English,125C,1,European Novel,Irina Paperno,28429,,10,12,12,5,3,,,,,,,,,44
2015 Fall,English,ENGLISH,English,125D,1,20th Century Novel,Donna Jones,28432,,3,7,6,2,2,,,,,,,,,23
2015 Fall,English,ENGLISH,English,126,1,British Lit/1900-45,Joshua Gang,28435,,2,5,8,8,2,1,,1,,,,,,27
2015 Fall,English,ENGLISH,English,130B,1,Amer Lit: 1800-1865,Samuel Otter,28441,1,16,3,10,5,4,2,2,1,1,1,,,,57
2015 Fall,English,ENGLISH,English,130C,1,Am Lit: 1865-1900,Bryan Wagner,28450,,5,12,5,1,,,,,,,,,,23
2015 Fall,English,ENGLISH,English,131,1,American Poetry,Geoffrey O'Brien,28456,10,11,3,2,4,,,,,,,,,1,31
2015 Fall,English,ENGLISH,English,C136,1,American Studies,Richard Hutson,28462,1,12,9,2,1,,,,1,,,,,,27
2015 Fall,English,ENGLISH,English,137B,1,Chic Lit Since 1910,R Gonzalez,28465,,9,18,10,3,,,,,,,,,2,44
2015 Fall,English,ENGLISH,English,139,1,Cultures Of English,Donna Jones,28468,,6,6,6,5,,,,,,,,,,23
2015 Fall,English,ENGLISH,English,141,1,Modes Of Writing,Melanie Chandra,28471,,42,3,1,,,,,,,,,,,46
2015 Fall,English,ENGLISH,English,141,2,Modes Of Writing,Robert Hass,28474,,42,2,,,,,,,,,,,,45
2015 Fall,English,ENGLISH,English,143A,1,Short Fiction,Vikram Chandra,28477,,12,,,,,,,,,,,,1,13
2015 Fall,English,ENGLISH,English,143B,1,Verse,John Shoptaw,28480,2,5,3,,,,,,,,,,,,10
2015 Fall,English,ENGLISH,English,143B,2,Verse,Cecil Giscombe,28483,,10,1,,,,,,,,,,,,11
2015 Fall,English,ENGLISH,English,143C,1,Long Narrative,Carla Serpell,28486,,10,2,,,,,,,,,,,2,15
2015 Fall,English,ENGLISH,English,143N,1,Prose Nonfiction,Georgina Kleege,28489,,7,4,,,,,,,,,,,1,12
2015 Fall,English,ENGLISH,English,165,1,Special Topics,Rebecca Gaydos,28492,,8,1,1,,,,,,,,,,2,13
2015 Fall,English,ENGLISH,English,165,4,Special Topics,Celeste Langan,28501,,3,5,4,4,,,,,,,,,,17
2015 Fall,English,ENGLISH,English,165,5,Special Topics,Kristin Hanson,28504,,6,3,4,2,,,,,,,,,1,19
2015 Fall,English,ENGLISH,English,165,7,Special Topics,George Starr,28510,1,5,10,5,2,,,,,,,,,1,25
2015 Fall,English,ENGLISH,English,165,8,Special Topics,Chad Crosson,28512,,5,7,3,6,,1,,,,,,,,24
2015 Fall,English,ENGLISH,English,166,1,Special Topics,Emily Thornbury,28516,2,8,3,5,2,,,,,,,,1,,22
2015 Fall,English,ENGLISH,English,166,2,Special Topics,Poulomi Saha,28518,,5,5,5,,,,,,,,,,,24
2015 Fall,English,ENGLISH,English,171,1,Lit And Sexual Iden,Elizabeth Abel,28519,,10,5,9,7,2,1,,,,,,1,1,39
2015 Fall,English,ENGLISH,English,175,1,Lit And Disability,Celeste Langan,28522,,1,6,9,2,3,,1,,,,,,1,25
2015 Fall,English,ENGLISH,English,180L,1,Lyric Verse,Eric Falci,28528,,18,10,2,7,5,2,,,,,,,,48
2015 Fall,English,ENGLISH,English,180R,1,Romance,James Turner,28531,,,5,4,3,4,,,,,,,,,23
2015 Fall,English,ENGLISH,English,190,2,Research Seminar,Steven Goldsmith,28537,,1,3,7,1,1,,3,,,,,,,16
2015 Fall,English,ENGLISH,English,190,3,Research Seminar,Dorothy Hale,28540,1,2,5,,4,,,,1,,,,,1,14
2015 Fall,English,ENGLISH,English,190,6,Research Seminar,John Shoptaw,28549,,4,6,3,,,,,,,,,,1,14
2015 Fall,English,ENGLISH,English,190,7,Research Seminar,Carla Serpell,28552,2,4,5,5,1,,,,1,,,,,1,19
2015 Fall,English,ENGLISH,English,190,8,Research Seminar,Mitchell Breitwieser,28555,2,8,7,2,2,,,,,,,,1,1,23
2015 Fall,English,ENGLISH,English,190,9,Research Seminar,R Gonzalez,28558,,2,10,3,,,,,,,,,1,1,17
2015 Fall,English,ENGLISH,English,190,14,Research Seminar,George Starr,28570,,9,8,5,,,,,,,,,,,22
2015 Fall,English,ENGLISH,English,190,15,Research Seminar,Julia Bader,28573,,12,2,3,1,,,,,,,,,4,23
2015 Fall,English,ENGLISH,English,198,9,Directed Group Stdy,Celeste Langan,28606,,,,,,,,,,,,,,,13
2015 Fall,English,ENGLISH,English,198BC,1,Directed Group Stud,Alexander Jeziorek; Eric Falci,28627,,,,,,,,,,,,,,,19
2015 Fall,English,ENGLISH,English,198BC,5,Directed Group Stud,Claire Marie Stancek; Eric Falci,28639,,,,,,,,,,,,,,,17
2015 Fall,English,ENGLISH,English,198BC,6,Directed Group Stud,Eric Falci; Megan O'Connor,28642,,,,,,,,,,,,,,,20
2015 Fall,English,ENGLISH,English,198BC,7,Directed Group Stud,Eric Falci; Luke Terlaak Poot,28645,,,,,,,,,,,,,,,20
2015 Fall,"Env Sci, Policy, & Mgmt",ESPM,"Env Sci, Policy, & Mgmt",2,1,The Biosphere,Dennis Baldocchi,29153,3,16,3,13,7,6,4,12,1,,2,,4,,105
2015 Fall,"Env Sci, Policy, & Mgmt",ESPM,"Env Sci, Policy, & Mgmt",6,1,Environ Biology,Ignacio Chapela,29174,1,205,,,,,,,,,,,,,213
2015 Fall,"Env Sci, Policy, & Mgmt",ESPM,"Env Sci, Policy, & Mgmt",C12,1,Int Environ Studies,Garrison Sposito; Robert Hass,29177,,11,31,20,4,1,,,,,,,,1,86
2015 Fall,"Env Sci, Policy, & Mgmt",ESPM,"Env Sci, Policy, & Mgmt",15,1,Intro Environ Sci,Matthew Potts; Robert Rhew,29204,2,16,20,25,18,11,8,12,9,2,2,,,,143
2015 Fall,"Env Sci, Policy, & Mgmt",ESPM,"Env Sci, Policy, & Mgmt",24,2,Freshman Seminar,Kevin O'Hara,29228,,,,,,,,,,,,,,,17
2015 Fall,"Env Sci, Policy, & Mgmt",ESPM,"Env Sci, Policy, & Mgmt",40,1,Insect/Humn Society,Rodrigo Almeida,29243,3,19,14,8,5,7,,3,1,,,,,,73
2015 Fall,"Env Sci, Policy, & Mgmt",ESPM,"Env Sci, Policy, & Mgmt",50AC,1,Intro Cult/Res Mgt,Kurt Spreyer,29249,21,129,25,19,23,4,1,1,,,,,,12,312
2015 Fall,"Env Sci, Policy, & Mgmt",ESPM,"Env Sci, Policy, & Mgmt",98,20,Directed Group Stdy,Richard Gibson,29333,,,,,,,,,,,,,,,37
2015 Fall,"Env Sci, Policy, & Mgmt",ESPM,"Env Sci, Policy, & Mgmt",98,22,Directed Group Stdy,Richard Gibson,29339,,,,,,,,,,,,,,,38
2015 Fall,"Env Sci, Policy, & Mgmt",ESPM,"Env Sci, Policy, & Mgmt",98BC,1,Directed Group Stud,Erica Rosenblum; Natalie Stauffer,29342,,,,,,,,,,,,,,,18
2015 Fall,"Env Sci, Policy, & Mgmt",ESPM,"Env Sci, Policy, & Mgmt",98BC,2,Directed Group Stud,Erica Rosenblum; Natalie Stauffer,29345,,,,,,,,,,,,,,,19
2015 Fall,"Env Sci, Policy, & Mgmt",ESPM,"Env Sci, Policy, & Mgmt",98BC,3,Directed Group Stud,Erica Rosenblum; Patrick Baur,29348,,,,,,,,,,,,,,,16
2015 Fall,"Env Sci, Policy, & Mgmt",ESPM,"Env Sci, Policy, & Mgmt",98BC,5,Directed Group Stud,Erica Rosenblum; Esther Kim,29354,,,,,,,,,,,,,,,14
2015 Fall,"Env Sci, Policy, & Mgmt",ESPM,"Env Sci, Policy, & Mgmt",100,1,Environ Prob Solv,Gordon Frankie,29423,5,31,19,6,4,2,1,1,1,,,,4,3,79
2015 Fall,"Env Sci, Policy, & Mgmt",ESPM,"Env Sci, Policy, & Mgmt",102B,1,Nat Res Sampling,Gregory Biging,29432,,5,2,4,4,1,1,4,1,,1,,,,24
2015 Fall,"Env Sci, Policy, & Mgmt",ESPM,"Env Sci, Policy, & Mgmt",102BL,1,Sampling Lab,Gregory Biging,29435,,5,2,3,5,1,1,2,1,,1,,,,21
2015 Fall,"Env Sci, Policy, & Mgmt",ESPM,"Env Sci, Policy, & Mgmt",C103,1,Prin Conserv Biol,Steven Beissinger,29438,1,8,5,4,8,1,1,,1,,,,,1,30
2015 Fall,"Env Sci, Policy, & Mgmt",ESPM,"Env Sci, Policy, & Mgmt",C104,1,Bioresource Models,Wayne Getz,29453,,1,4,2,4,3,,3,1,1,,,1,,21
2015 Fall,"Env Sci, Policy, & Mgmt",ESPM,"Env Sci, Policy, & Mgmt",108A,1,Trees: Taxonomy,Richard Dodd,29468,3,5,7,10,3,4,1,1,,,1,,,,35
2015 Fall,"Env Sci, Policy, & Mgmt",ESPM,"Env Sci, Policy, & Mgmt",108B,1,Env Change Genetics,Richard Dodd,29474,5,13,,7,5,,,,,,,,1,,31
2015 Fall,"Env Sci, Policy, & Mgmt",ESPM,"Env Sci, Policy, & Mgmt",117,1,Urban Gard Ecosys,Miguel Altieri,29480,10,32,15,2,1,7,,1,,,,,,,75
2015 Fall,"Env Sci, Policy, & Mgmt",ESPM,"Env Sci, Policy, & Mgmt",118,1,Agroecology,Miguel Altieri,29492,4,32,3,2,,1,,,,,,,,,43
2015 Fall,"Env Sci, Policy, & Mgmt",ESPM,"Env Sci, Policy, & Mgmt",120,1,Soil Characters,Celine Pallud,29504,2,3,3,4,1,2,1,3,2,,,,,,22
2015 Fall,"Env Sci, Policy, & Mgmt",ESPM,"Env Sci, Policy, & Mgmt",C126,1,Animal Behavior,Damian Elias; Eileen Lacey; George Bentley,29507,2,2,4,5,5,5,5,5,,,,,1,,37
2015 Fall,"Env Sci, Policy, & Mgmt",ESPM,"Env Sci, Policy, & Mgmt",137,1,Landscape Ecology,Ian Wang,30920,2,5,1,,1,,,,1,,,,,,10
2015 Fall,"Env Sci, Policy, & Mgmt",ESPM,"Env Sci, Policy, & Mgmt",140,1,General Entomology,Patrick O'Grady,29535,3,3,3,1,,,,,,,,,,1,12
2015 Fall,"Env Sci, Policy, & Mgmt",ESPM,"Env Sci, Policy, & Mgmt",142,1,Insect Behavior,Neil Tsutsui,29536,3,7,4,3,1,,,3,,,1,,,,26
2015 Fall,"Env Sci, Policy, & Mgmt",ESPM,"Env Sci, Policy, & Mgmt",147,2,Field Entomology,Charles Griswold,29537,,21,,3,,,,,,,,,,,24
2015 Fall,"Env Sci, Policy, & Mgmt",ESPM,"Env Sci, Policy, & Mgmt",155,1,Nat Res Sociology,Kathryn De Master,29546,29,90,44,12,8,4,1,,1,,,,2,1,205
2015 Fall,"Env Sci, Policy, & Mgmt",ESPM,"Env Sci, Policy, & Mgmt",160AC,1,Am Env/Cultrl Hist,Robert Chester,29573,,27,11,13,7,3,,3,,,,,1,,102
2015 Fall,"Env Sci, Policy, & Mgmt",ESPM,"Env Sci, Policy, & Mgmt",161,1,Env Phil Ethics,Carolyn Merchant,29606,,46,36,19,8,5,,1,1,1,1,,,,145
2015 Fall,"Env Sci, Policy, & Mgmt",ESPM,"Env Sci, Policy, & Mgmt",162,1,Bioethics Soc,Kendra Klein,29633,9,52,27,10,6,3,1,1,,,,,,1,119
2015 Fall,"Env Sci, Policy, & Mgmt",ESPM,"Env Sci, Policy, & Mgmt",164,1,Gis And Env Science,Nina Kelly,29656,,7,3,4,4,3,1,,,,,,,1,26
2015 Fall,"Env Sci, Policy, & Mgmt",ESPM,"Env Sci, Policy, & Mgmt",168,1,Political Ecology,Nancy Peluso,29657,3,20,11,13,9,7,1,2,,4,,3,2,2,86
2015 Fall,"Env Sci, Policy, & Mgmt",ESPM,"Env Sci, Policy, & Mgmt",169,1,Intnatl Env Politic,Katherine O'Neill,29660,6,25,40,31,5,3,,6,,,,,,2,122
2015 Fall,"Env Sci, Policy, & Mgmt",ESPM,"Env Sci, Policy, & Mgmt",173,1,Intro Data Analysis,David Perry De Valpine,29680,,9,6,9,6,6,2,,2,2,,1,3,,51
2015 Fall,"Env Sci, Policy, & Mgmt",ESPM,"Env Sci, Policy, & Mgmt",175A,1,Sen Res Sem Env Sci,Kurt Spreyer,29693,,14,8,3,3,,,,,,,,,7,35
2015 Fall,"Env Sci, Policy, & Mgmt",ESPM,"Env Sci, Policy, & Mgmt",175L,1,Sen Res Lab Env Sci,Kurt Spreyer,29705,,5,4,1,,,,,,,,,,4,14
2015 Fall,"Env Sci, Policy, & Mgmt",ESPM,"Env Sci, Policy, & Mgmt",175L,2,Sen Res Lab Env Sci,Patina Mendez,29708,,10,1,,1,,,,,,,,,1,14
2015 Fall,"Env Sci, Policy, & Mgmt",ESPM,"Env Sci, Policy, & Mgmt",C192,1,Mol Prob Solving,Catharine Adams; James Anderson-Furgeson; Steven Lindow,29795,2,17,4,4,15,12,,4,3,,,,,1,64
2015 Fall,"Env Sci, Policy, & Mgmt",ESPM,"Env Sci, Policy, & Mgmt",198,7,Directed Group Stdy,Ignacio Chapela,30179,,,,,,,,,,,,,,,11
2015 Fall,"Env Sci, Policy, & Mgmt",ESPM,"Env Sci, Policy, & Mgmt",198BC,4,Directed Group Stud,Adam Calo; Erica Rosenblum,30215,,,,,,,,,,,,,,,12
2015 Fall,"Env Sci, Policy, & Mgmt",ESPM,"Env Sci, Policy, & Mgmt",198BC,7,Directed Group Stud,Erica Rosenblum; Katherine Wilkin,30224,,,,,,,,,,,,,,,14
2015 Fall,Ethnic Studies,ASAMST,Asian American Studies,R2A,1,Reading&Composition,Anna Leong,5353,,15,11,4,,,,,,,,,,,30
2015 Fall,Ethnic Studies,ASAMST,Asian American Studies,R2A,2,Reading&Composition,Anna Leong; Maria Faini,5362,,9,7,1,1,,,,,,,,,,18
2015 Fall,Ethnic Studies,ASAMST,Asian American Studies,R2B,1,Reading&Composition,Anna Leong,5371,,4,15,11,1,,,,,,,,,,31
2015 Fall,Ethnic Studies,ASAMST,Asian American Studies,R2B,2,Reading&Composition,Adrian Comly; Anna Leong,5380,,6,13,9,3,,,,,,,,,,31
2015 Fall,Ethnic Studies,ASAMST,Asian American Studies,20A,1,Intro Asian Am Hist,Christopher Chua,5389,3,26,13,7,15,1,3,2,1,,1,1,,,83
2015 Fall,Ethnic Studies,ASAMST,Asian American Studies,20AC,1,As Am Comm Race Rel,Harvey Dong,5530,7,21,7,1,,1,,1,1,,,,,2,59
2015 Fall,Ethnic Studies,ASAMST,Asian American Studies,98,5,Directed Group Stdy,Khatharya Um,5485,,,,,,,,,,,,,,1,10
2015 Fall,Ethnic Studies,ASAMST,Asian American Studies,122,1,Japanese Amer Hist,Lisa Hirai Tsuchitani,5539,,5,4,1,,1,,,,,,2,,1,16
2015 Fall,Ethnic Studies,ASAMST,Asian American Studies,128AC,1,Muslims In America,Hatem Bazian,5548,50,34,19,7,2,1,,,,,,,1,,138
2015 Fall,Ethnic Studies,ASAMST,Asian American Studies,138,1,Topics Asn Pop Cult,Hannah Michell,5569,2,5,20,7,2,,,,,,,,2,1,41
2015 Fall,Ethnic Studies,ASAMST,Asian American Studies,141,1,Law In Asam Commun,Thomas Fleming,5572,,15,,,10,,,3,,,,,,,34
2015 Fall,Ethnic Studies,ASAMST,Asian American Studies,143,1,As Am Health,Winston Tseng,5578,9,49,,,,,,,,,,,,,58
2015 Fall,Ethnic Studies,ASAMST,Asian American Studies,172,1,Asian Amer Lit,Fae Ng,5584,1,25,1,,,,,,,,,,,,27
2015 Fall,Ethnic Studies,ASAMST,Asian American Studies,198,9,Superv Group Study,Harvey Dong,5695,,,,,,,,,,,,,,,11
2015 Fall,Ethnic Studies,ASAMST,Asian American Studies,198,10,Superv Group Study,Harvey Dong,5698,,,,,,,,,,,,,,,15
2015 Fall,Ethnic Studies,CHICANO,Chicano Studies,R1A,2,Reading & Comp,Alex Saragoza; Wanda Alarcon,13953,2,8,2,4,4,,,1,,,,,,,21
2015 Fall,Ethnic Studies,CHICANO,Chicano Studies,R1B,1,Reading & Comp,Alex Saragoza; Melanie Plasencia,13959,3,7,4,1,,2,,,,,,,2,,19
2015 Fall,Ethnic Studies,CHICANO,Chicano Studies,24,1,Freshman Seminar,Carlos Munoz,13965,,,,,,,,,,,,,,,13
2015 Fall,Ethnic Studies,CHICANO,Chicano Studies,50,1,Intro Chicano Hist,Alex Saragoza,13968,,30,18,11,7,,1,1,,,,,2,,76
2015 Fall,Ethnic Studies,CHICANO,Chicano Studies,110,1,Latina/O Phil & Rel,Laura Perez,14070,,5,6,3,5,,4,1,,,,,,,25
2015 Fall,Ethnic Studies,CHICANO,Chicano Studies,130,1,Mex Chic Art Hist,Celia Rodriguez,14073,3,5,6,3,1,,,,,1,,,,,21
2015 Fall,Ethnic Studies,CHICANO,Chicano Studies,135A,1,Latino Film To 1980,Raymond Telles,14076,,31,40,15,9,3,1,1,1,,,,,2,110
2015 Fall,Ethnic Studies,CHICANO,Chicano Studies,159,1,Mexican Immigration,Alex Saragoza,14088,,7,19,11,3,,,,,,,,,,46
2015 Fall,Ethnic Studies,CHICANO,Chicano Studies,163,1,Caribbean Migration,Ramon Grosfoguel,14091,5,8,3,3,1,,,,,,,,,2,22
2015 Fall,Ethnic Studies,CHICANO,Chicano Studies,180,1,Topics In Chic Stud,Celia Rodriguez,14094,1,9,1,3,2,,1,,,,,,1,1,20
2015 Fall,Ethnic Studies,CHICANO,Chicano Studies,180,4,Topics In Chic Stud,Ramon Grosfoguel,14103,12,8,,1,,,,,,,,,,2,23
2015 Fall,Ethnic Studies,CHICANO,Chicano Studies,180,5,Topics In Chic Stud,Alex Saragoza,14105,1,3,8,6,3,2,,,,,,,,,23
2015 Fall,Ethnic Studies,CHICANO,Chicano Studies,197,1,Field Study,Alex Saragoza,14118,,,,,,,,,,,,,,,11
2015 Fall,Ethnic Studies,ETH STD,Ethnic Studies,10AC,1,Hist Of Race West,Pablo Gonzalez,31053,9,29,15,8,15,6,3,2,,,,,1,2,114
2015 Fall,Ethnic Studies,ETH STD,Ethnic Studies,41AC,1,Survey Protest Move,Carlos Munoz,31074,5,1,5,18,,14,,,,,,,,1,58
2015 Fall,Ethnic Studies,ETH STD,Ethnic Studies,101B,1,Humanities Methods,Raul Coronado,31221,,4,16,6,10,4,3,,1,,,1,,,45
2015 Fall,Ethnic Studies,ETH STD,Ethnic Studies,135,1,U.S. Immigration,Victoria Robinson,31233,5,15,7,3,,,,,,,,,,,30
2015 Fall,Ethnic Studies,ETH STD,Ethnic Studies,159AC,1,The Southern Border,Harley Shaiken,31239,1,9,14,5,7,1,1,4,1,,,,2,,52
2015 Fall,Ethnic Studies,ETH STD,Ethnic Studies,180,1,Comp Eth Std Topics,Enrique Lima,31292,,8,,1,1,,,,,,,,,,10
2015 Fall,Ethnic Studies,ETH STD,Ethnic Studies,180,2,Comp Eth Std Topics,Alex Saragoza,31446,,1,2,7,5,2,,,,,,,1,,18
2015 Fall,Ethnic Studies,ETH STD,Ethnic Studies,190,1,Adv Sem In Eth Std,Keith Feldman,31293,5,3,3,2,1,2,,,,,,,,2,18
2015 Fall,Ethnic Studies,ETH STD,Ethnic Studies,197,9,Field Study,Shari Huhndorf,31335,,,,,,,,,,,,,,6,38
2015 Fall,Ethnic Studies,ETH STD,Ethnic Studies,198,7,Superv Group Study,Victoria Robinson,31398,,,,,,,,,,,,,,,31
2015 Fall,Ethnic Studies,ETH STD,Ethnic Studies,198,9,Superv Group Study,John Zepeda,31404,,,,,,,,,,,,,,2,15
2015 Fall,Ethnic Studies,NATAMST,Native American Studies,R1A,1,"Reading,Composition",Beth Piatote; Tasha Hauff,61203,,2,8,2,3,1,1,,,,,,,,17
2015 Fall,Ethnic Studies,NATAMST,Native American Studies,R1B,1,"Reading,Composition",Beth Piatote; Megan Andrews,61209,1,6,4,1,2,,,,,,,,,1,15
2015 Fall,Ethnic Studies,NATAMST,Native American Studies,20A,1,Intro To Nas,Diane Pearson,61215,,12,2,,5,4,,1,1,,,,,,27
2015 Fall,Ethnic Studies,NATAMST,Native American Studies,71,1,Nat Am In No Amer,Enrique Lima,61217,,20,4,3,1,,,,,,,,1,,29
2015 Fall,Ethnic Studies,NATAMST,Native American Studies,90,1,"Myth, Memory, Hist",Enrique Lima,61218,,9,1,,,,,,,,,,,,10
2015 Fall,Ethnic Studies,NATAMST,Native American Studies,90,2,"Myth, Memory, Hist",Diane Pearson,61221,,17,2,,2,2,,,,,,,,,24
2015 Fall,Ethnic Studies,NATAMST,Native American Studies,100,1,Native Amer Law,Joseph Myers,61254,,5,2,3,2,,,,,,,,,,13
2015 Fall,Ethnic Studies,NATAMST,Native American Studies,105,1,Indig Issues Amer,Enrique Lima,61256,,16,4,2,,,,,,,,,,,22
2015 Fall,Ethnic Studies,NATAMST,Native American Studies,110,1,"Theories, Methods",Diane Pearson,61341,,24,1,,1,,,1,,,,,,,27
2015 Fall,Ethnic Studies,NATAMST,Native American Studies,158,1,"Nat Am, Cinema",Jo Ellen Anderson,61263,1,20,4,3,2,,,,,,,,,,30
2015 Fall,Film and Media,FILM,Film,R1A,3,Writing-Film Focus,Chi Li; Mary Ann Doane; Robert Alford,31612,,4,14,6,6,1,,1,,,1,,,,33
2015 Fall,Film and Media,FILM,Film,R1B,1,Writing-Film Focus,Justin Vaccaro; Kaitlin Forcier; Mary Ann Doane,31624,,6,15,3,7,,,,,,,,1,,32
2015 Fall,Film and Media,FILM,Film,R1B,2,Writing-Film Focus,Hannah Airriess; Jennifer Pranolo; Mary Ann Doane,31627,,9,11,8,2,1,1,,,,,,1,,33
2015 Fall,Film and Media,FILM,Film,R1B,3,Writing-Film Focus,Eliot Bessette; Mary Ann Doane; Patrick Ellis,31630,,7,7,4,5,3,5,3,,,,,,,35
2015 Fall,Film and Media,FILM,Film,20,1,Film/Media Culture,Damon Young,31641,,21,22,15,9,6,2,1,,,,,1,,80
2015 Fall,Film and Media,FILM,Film,25A,1,History Of Film,Anne Nesbet,31642,,15,15,6,7,1,3,7,3,,,,,,60
2015 Fall,Film and Media,FILM,Film,25B,1,History Of Film,Eileen Jones,31648,7,6,6,5,4,1,,,,,,,,1,31
2015 Fall,Film and Media,FILM,Film,26,1,Intro Dig Vid Prod,Greg Niemeyer,31654,,2,2,2,3,,,,,,,,,,12
2015 Fall,Film and Media,FILM,Film,108,1,Film Genre,Emily Carpenter,31696,,20,10,2,2,,,,,,,,1,,35
2015 Fall,Film and Media,FILM,Film,129,1,Avant-Garde Film,Jeffrey Skoller,31708,,11,20,11,14,3,3,,1,,,,1,1,68
2015 Fall,Film and Media,FILM,Film,140,1,Spec Topics: Film,Eileen Jones,31732,,9,8,1,,,,,,,,,,2,25
2015 Fall,Film and Media,FILM,Film,140,2,Spec Topics: Film,Emily Carpenter,31735,,13,7,3,2,,,,,1,,,,1,29
2015 Fall,Film and Media,FILM,Film,140,4,Spec Topics: Film,Soledad Anatrone,31744,4,1,4,2,1,1,1,,1,,1,,,,16
2015 Fall,Film and Media,FILM,Film,151,1,Auteur Theory,Eileen Jones,31750,1,7,3,4,5,,,,,,,,1,1,22
2015 Fall,Film and Media,FILM,Film,160,1,National Cinema,Miryam Sas,31762,,2,3,6,1,1,,,,,,,,2,17
